City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Georgiyevka,KZ,43.04,74.71,28.44,93,75,2.24,mist
339,Yar-Sale,RU,66.83,70.83,13.08,94,100,17.58,light snow
340,Ostrovnoy,RU,68.05,39.51,16.9,86,23,18.37,few clouds
341,Ternate,ID,0.8,127.4,85.77,67,65,3.47,broken clouds
342,Komsomolskiy,UZ,40.43,71.72,27.82,80,75,4.61,mist
343,Tarko-Sale,RU,64.92,77.78,-5.96,98,89,14.92,overcast clouds
344,Honiara,SB,-9.43,159.95,83.5,79,99,8.81,overcast clouds
345,Arlit,NE,18.74,7.39,55.67,22,58,6.53,broken clouds
346,Qaqortoq,GL,60.72,-46.03,27.1,93,100,9.57,light snow
347,Elayirampannai,IN,9.27,77.83,79.25,69,100,5.26,overcast clouds
348,Portland,US,45.52,-122.68,43.38,73,20,1.01,few clouds
349,Husavik,IS,66.04,-17.34,30.11,89,97,15.03,light snow
350,Cabedelo,BR,-6.98,-34.83,79.47,75,100,12.01,light rain
351,Talnakh,RU,69.49,88.4,1.2,94,94,13.56,overcast clouds
352,Sao Filipe,CV,14.9,-24.5,75.72,59,2,10.49,clear sky
353,Ust-Nera,RU,64.57,143.2,-17.66,97,100,1.52,overcast clouds
354,Jishou,CN,28.32,109.72,36.48,99,100,1.74,overcast clouds
355,Port Antonio,JM,18.18,-76.46,78.71,83,4,6.4,clear sky
356,Sola,VU,-13.88,167.55,81.82,80,98,15.08,overcast clouds
357,Joao Pinheiro,BR,-17.74,-46.17,68.74,84,70,3.18,broken clouds
358,Maumere,ID,-8.62,122.21,84.2,75,71,12.68,broken clouds
359,Ugoofaaru,MV,5.67,73.0,80.13,65,93,10.42,overcast clouds
360,Ekangala,ZA,-25.7,28.75,61.0,95,99,11.9,overcast clouds
361,Weinan,CN,34.5,109.51,35.29,76,100,7.63,light snow
362,Lucapa,AO,-8.42,20.74,65.3,98,100,4.65,light rain
363,Baicheng,CN,45.62,122.82,12.49,68,11,3.74,few clouds
364,La Ronge,CA,55.1,-105.28,12.45,85,100,9.22,snow
365,Massakory,TD,13.0,15.73,62.94,22,3,14.5,clear sky
366,Kigorobya,UG,1.62,31.31,69.46,45,96,3.15,overcast clouds
367,Vardo,NO,70.37,31.11,29.12,75,25,24.25,scattered clouds
368,Teya,RU,60.38,92.63,-20.07,100,35,1.88,scattered clouds
369,Dakar,SN,14.69,-17.44,77.88,56,86,14.74,overcast clouds
370,Gold Coast,AU,-28.0,153.43,76.26,85,100,4.0,overcast clouds
371,Bozdar,PK,27.18,68.64,42.87,27,0,1.92,clear sky
372,Ishigaki,JP,24.34,124.16,75.33,73,40,12.66,scattered clouds
373,Vila Franca Do Campo,PT,37.72,-25.43,58.19,81,97,8.12,overcast clouds
374,Dire,ML,12.28,-10.97,69.91,13,63,2.82,broken clouds
375,Peringat,MY,6.03,102.28,82.35,74,20,3.44,few clouds
376,Karpogory,RU,64.0,44.45,6.8,99,95,3.58,overcast clouds
377,Sitka,US,57.05,-135.33,39.09,87,100,3.44,overcast clouds
378,Madang,PG,-5.22,145.8,85.78,72,69,6.87,broken clouds
379,Erenhot,CN,43.65,111.98,6.73,71,15,6.29,few clouds
380,Tura,IN,25.52,90.22,66.79,52,0,1.68,clear sky
381,Fairbanks,US,64.84,-147.72,17.94,71,20,5.75,few clouds
382,Yuanping,CN,38.72,112.76,30.81,33,100,3.47,overcast clouds
383,Zvecka,RS,44.64,20.16,32.99,76,100,4.27,overcast clouds
384,Marinette,US,45.1,-87.63,7.25,55,0,6.91,clear sky
385,Xicotencatl,MX,23.02,-98.88,63.54,65,52,4.23,broken clouds
386,Abu Kamal,SY,34.45,40.92,45.37,62,58,7.83,broken clouds
387,Berezovyy,RU,51.67,135.7,4.91,90,57,2.28,broken clouds
388,Yerbogachen,RU,61.28,108.01,-12.03,100,99,4.03,overcast clouds
389,Grindavik,IS,63.84,-22.43,30.9,93,75,8.05,broken clouds
390,Asyut,EG,27.18,31.18,41.18,50,0,4.61,clear sky
391,Santa Vitoria Do Palmar,BR,-33.52,-53.37,74.93,95,100,4.0,heavy intensity rain
392,Sovetskiy,RU,61.36,63.58,8.47,92,100,5.55,overcast clouds
393,Salisbury,GB,51.07,-1.8,39.33,91,100,3.44,haze
394,Toora-Khem,RU,52.47,96.11,-5.06,95,90,1.72,overcast clouds
395,Banon,ES,40.84,-1.19,33.13,100,0,3.44,mist
396,Puerto Escondido,MX,15.85,-97.07,77.47,75,0,5.44,clear sky
397,Cochrane,CA,51.18,-114.47,43.84,33,40,21.85,scattered clouds
398,Zhangye,CN,38.93,100.45,23.0,44,78,0.63,broken clouds
399,Okha,RU,53.57,142.95,-0.04,93,90,12.59,overcast clouds
400,Urucara,BR,-2.54,-57.76,73.49,98,100,1.86,overcast clouds
401,Malie,WS,-13.8,-171.85,91.31,70,75,24.16,light rain
402,Ballina,AU,-28.87,153.57,77.18,94,40,5.75,scattered clouds
403,Novosergiyevka,RU,52.09,53.65,4.6,97,98,6.58,overcast clouds
404,Xiongzhou,CN,25.12,114.3,64.58,62,22,2.89,few clouds
405,Saint-Louis,SN,16.33,-15.0,73.53,12,77,10.16,broken clouds
406,West Bay,KY,19.37,-81.42,77.07,87,20,0.0,few clouds
407,Araouane,ML,18.9,-3.53,64.71,18,100,10.83,overcast clouds
408,Brenham,US,30.17,-96.4,54.16,84,100,0.0,overcast clouds
409,Kikwit,CD,-5.04,18.82,70.21,97,100,2.33,overcast clouds
410,Watertown,US,42.37,-71.18,32.36,56,0,1.01,clear sky
411,Olhao,PT,37.03,-7.84,53.49,62,0,6.91,clear sky
412,San Patricio,US,28.02,-97.52,57.29,82,0,10.38,clear sky
413,Koungheul,SN,13.98,-14.8,77.16,9,100,8.48,overcast clouds
414,Sioux Falls,US,43.55,-96.7,1.26,72,0,0.0,clear sky
415,Goma,CD,-1.68,29.22,61.48,81,79,3.78,broken clouds
416,Paka,MY,4.64,103.44,78.73,89,40,1.14,scattered clouds
417,Clinton,US,42.59,-82.92,21.09,72,100,1.01,overcast clouds
418,Pemba,MZ,-12.97,40.52,79.5,83,75,9.22,broken clouds
419,Babaeski,TR,41.43,27.09,24.12,54,12,5.44,few clouds
420,Ondjiva,AO,-17.07,15.73,70.03,48,97,3.89,overcast clouds
421,Balabac,PH,7.99,117.06,82.22,78,89,13.49,light rain
422,Sabha,LY,27.04,14.43,41.07,88,1,11.65,clear sky
423,Akdepe,TM,42.06,59.38,14.09,75,7,7.38,clear sky
424,Pemangkat,ID,1.17,108.97,82.6,73,24,8.77,few clouds
425,Armizonskoye,RU,55.95,67.67,-1.46,99,85,5.84,overcast clouds
426,Greenwood,US,34.17,-82.12,50.11,78,0,5.75,clear sky
427,Burnie,AU,-41.07,145.92,74.95,64,47,12.48,scattered clouds
428,Berlevag,NO,70.86,29.09,30.92,67,100,25.59,light snow
429,Cozumel,MX,20.51,-86.95,77.11,89,0,1.01,clear sky
430,Vestmannaeyjar,IS,63.44,-20.27,36.07,65,100,6.87,overcast clouds
431,Stornoway,GB,58.21,-6.39,42.93,87,100,5.01,overcast clouds
432,Farah,AF,32.5,62.5,37.74,47,0,5.26,clear sky
433,Cienfuegos,CU,22.15,-80.44,68.14,94,0,4.61,clear sky
434,Manta,EC,-0.95,-80.73,74.98,88,100,2.3,overcast clouds
435,Cabo San Lucas,MX,22.89,-109.91,69.51,52,40,5.75,scattered clouds
436,Deputatskiy,RU,69.3,139.9,-31.02,99,35,5.41,scattered clouds
437,Valparaiso,CL,-33.04,-71.63,62.24,77,0,3.44,clear sky
438,Vanavara,RU,60.34,102.28,-11.52,99,98,1.52,overcast clouds
439,Westlock,CA,54.15,-113.87,37.96,66,2,20.02,clear sky
440,Tombouctou,ML,20.0,-3.0,63.7,18,77,11.34,broken clouds
441,Savonlinna,FI,61.87,28.88,10.45,92,0,3.44,clear sky
442,Galle,LK,6.04,80.22,76.23,74,91,1.99,overcast clouds
443,Wilmington,US,34.23,-77.94,49.91,78,100,5.75,overcast clouds
444,Ilhabela,BR,-23.78,-45.36,75.94,92,55,6.08,broken clouds
445,Boca Do Acre,BR,-8.75,-67.4,73.08,98,100,0.96,overcast clouds
446,Murygino,RU,58.74,49.46,7.66,94,100,5.39,light snow
447,Dobroye,RU,52.87,39.81,12.0,96,100,4.74,snow
448,Sinnamary,GF,5.38,-52.95,75.85,87,61,8.66,broken clouds
449,Svetlyy,RU,54.67,20.13,34.97,94,100,7.27,overcast clouds
450,Phulabani,IN,20.47,84.23,64.56,60,0,2.42,clear sky
451,Naze,JP,28.37,129.48,63.52,63,43,11.36,scattered clouds
452,Abu Samrah,SY,35.3,37.18,40.14,81,67,9.15,broken clouds
453,Lindsay,US,36.2,-119.09,53.82,76,0,2.91,clear sky
454,Hailar,CN,49.2,119.7,3.88,92,97,5.28,overcast clouds
455,Mae Sai,TH,20.43,99.88,69.44,56,2,1.92,clear sky
456,Klaksvik,FO,62.23,-6.59,41.92,75,84,45.41,broken clouds
457,Pucallpa,PE,-8.38,-74.55,75.24,100,100,3.44,overcast clouds
458,Askino,RU,56.09,56.58,-4.14,100,43,4.94,scattered clouds
459,Mala,PE,-12.66,-76.63,70.61,88,26,4.32,scattered clouds
460,Haines Junction,CA,60.75,-137.51,24.75,63,62,1.14,broken clouds
461,Bandarbeyla,SO,9.49,50.81,71.2,69,10,15.39,clear sky
462,Tommot,RU,58.96,126.29,-2.13,92,100,8.39,overcast clouds
463,Aklavik,CA,68.22,-135.01,18.32,88,94,21.18,overcast clouds
464,Necochea,AR,-38.55,-58.74,73.04,87,82,3.11,light rain
465,Yarim,YE,14.3,44.38,44.44,31,2,4.88,clear sky
466,Aksha,RU,50.28,113.29,4.6,73,67,6.46,broken clouds
467,Krasnoselkup,RU,65.7,82.47,-12.84,98,44,12.59,scattered clouds
468,Pevek,RU,69.7,170.31,-34.78,100,75,3.56,broken clouds
469,Edgewater,US,28.99,-80.9,53.62,93,100,0.0,mist
470,Port Hedland,AU,-20.32,118.57,93.25,59,40,11.5,scattered clouds
471,Carauari,BR,-4.88,-66.9,73.47,99,100,3.38,light rain
472,Ibra,OM,22.69,58.53,59.72,67,4,2.93,clear sky
473,Riviere-Au-Renard,CA,49.0,-64.4,15.8,89,68,8.93,broken clouds
474,Samoded,RU,63.61,40.51,5.4,96,32,4.63,scattered clouds
475,Quatre Cocos,MU,-20.21,57.76,75.31,69,17,14.74,few clouds
476,Iberia,US,29.95,-91.75,51.76,87,40,13.8,scattered clouds
477,Meulaboh,ID,4.14,96.13,82.24,71,72,1.1,broken clouds
478,Margate,GB,51.38,1.39,36.97,83,100,3.0,overcast clouds
479,Mount Isa,AU,-20.73,139.5,89.37,51,75,9.22,broken clouds
480,Safaga,EG,26.73,33.94,48.15,35,0,5.48,clear sky
481,Santiago,CL,-33.46,-70.65,73.85,47,0,13.8,clear sky
482,Flinders,AU,-34.58,150.86,79.88,69,100,8.3,overcast clouds
483,Huarmey,PE,-10.07,-78.15,71.35,83,68,6.96,broken clouds
484,Chokurdakh,RU,70.63,147.92,-32.67,100,100,7.07,overcast clouds
485,Cedar City,US,37.68,-113.06,27.57,71,75,11.5,broken clouds
486,Veraval,IN,20.9,70.37,61.25,45,1,11.99,clear sky
487,Alberton,CA,46.82,-64.07,21.33,93,100,12.44,overcast clouds
488,Kingman,US,35.19,-114.05,49.48,26,0,7.0,clear sky
489,Rio Gallegos,AR,-51.62,-69.22,48.25,49,20,19.57,few clouds
490,Banda Aceh,ID,5.56,95.32,82.94,69,68,8.14,broken clouds
491,Neuquen,AR,-38.95,-68.06,78.69,57,0,8.05,clear sky
492,Bara,NG,10.37,10.73,61.39,23,35,7.63,scattered clouds
493,Solenzo,BF,12.18,-4.08,67.23,16,100,6.53,overcast clouds
494,Ziro,IN,27.63,93.83,36.34,88,99,2.06,overcast clouds
495,Sun City West,US,33.66,-112.34,62.6,36,0,1.99,clear sky
496,Dzhankoy,UA,45.72,34.4,18.99,97,51,4.72,broken clouds
497,Inuvik,CA,68.35,-133.72,18.36,89,100,17.27,light snow
498,Chekhov,RU,55.14,37.47,16.03,96,100,3.71,snow
499,Geilo,NO,60.53,8.21,36.39,76,41,14.38,light rain
500,Keuruu,FI,62.27,24.7,20.17,98,73,4.76,broken clouds
501,Egvekinot,RU,66.32,-179.17,-26.39,90,100,0.58,overcast clouds
502,Dwarka,IN,22.24,68.97,64.74,40,0,10.98,clear sky
503,Kyra,RU,49.58,111.98,1.81,74,29,4.14,scattered clouds
504,Lawrence,US,38.97,-95.24,21.38,50,0,5.75,clear sky
505,Viedma,AR,-40.81,-63.0,66.07,63,100,14.36,overcast clouds
506,Chuy,UY,-33.7,-53.46,74.68,95,100,3.83,light rain
507,Atambua,ID,-9.11,124.89,81.95,69,98,8.34,overcast clouds
508,Ngunguru,NZ,-35.62,174.5,79.16,73,24,14.58,few clouds
509,Shenjiamen,CN,29.96,122.3,48.45,86,100,11.39,moderate rain
510,Nizwa,OM,22.93,57.53,59.76,63,0,1.88,clear sky
511,Yumbo,CO,3.58,-76.49,71.37,83,75,6.91,broken clouds
512,Ojinaga,MX,29.57,-104.42,56.57,33,0,6.91,clear sky
513,Seoul,KR,37.57,126.98,38.8,56,20,2.3,haze
514,Montrose,US,38.42,-108.27,20.53,80,79,1.59,broken clouds
515,Nizhniy Kuranakh,RU,58.84,125.49,-3.1,94,100,4.29,overcast clouds
516,Magdagachi,RU,53.45,125.8,6.91,64,15,6.06,few clouds
517,Isoka,ZM,-10.16,32.63,62.58,93,100,5.35,overcast clouds
518,Natal,BR,-5.79,-35.21,80.82,83,20,6.91,mist
519,Zhigansk,RU,66.77,123.37,-13.81,99,96,7.78,overcast clouds
520,Altay,CN,47.87,88.12,0.99,60,0,6.35,clear sky
521,Nha Trang,VN,12.25,109.18,82.4,68,44,5.73,scattered clouds
522,Gushikawa,JP,26.35,127.87,69.03,65,75,9.22,broken clouds
523,Novyye Gorki,RU,56.73,41.06,0.01,99,100,3.47,light snow
524,Carballo,ES,43.21,-8.69,43.68,92,4,2.62,clear sky
525,Remontnoye,RU,46.56,43.65,19.81,97,100,5.03,overcast clouds
526,Revda,RU,56.8,59.93,-2.88,95,16,3.85,few clouds
527,Hirara,JP,24.8,125.28,73.67,64,40,11.5,scattered clouds
528,Aberdeen,GB,57.14,-2.1,46.76,92,100,2.3,overcast clouds
529,Lesnoye,RU,58.28,35.52,14.99,94,73,5.3,broken clouds
530,Bhuj,IN,23.27,69.67,58.33,40,0,4.32,clear sky
531,Turukhansk,RU,65.82,87.98,-16.82,100,93,6.64,overcast clouds
532,Kununurra,AU,-15.77,128.73,82.38,78,100,8.05,overcast clouds
533,Concepcion Del Oro,MX,24.63,-101.42,51.84,34,18,3.13,few clouds
534,Anadyr,RU,64.75,177.48,-17.9,76,0,2.24,clear sky
535,Longhua,CN,23.61,114.19,70.79,63,33,2.57,scattered clouds
536,Bambous Virieux,MU,-20.34,57.76,75.45,73,40,5.75,scattered clouds
537,Biltine,TD,14.53,20.92,64.09,22,43,12.57,scattered clouds
538,Lisieux,FR,49.17,0.17,37.13,84,78,5.01,broken clouds
539,Milyutinskaya,RU,48.63,41.67,22.8,97,99,8.23,overcast clouds
540,Hofn,IS,64.25,-15.21,31.77,57,42,17.74,scattered clouds
541,Agogo,GH,6.8,-1.08,67.39,21,0,1.48,clear sky
542,Nantucket,US,41.28,-70.1,35.74,73,83,19.17,broken clouds
543,Yara,CU,20.28,-76.95,69.57,75,0,4.32,clear sky
544,Santa Fe,AR,-31.63,-60.7,78.03,91,100,1.01,overcast clouds
545,Alpena,US,45.06,-83.43,9.1,92,100,1.01,overcast clouds
546,Brigantine,US,39.41,-74.36,34.02,64,0,10.36,clear sky
547,Amalapuram,IN,16.58,82.02,73.78,68,0,3.11,clear sky
548,Buraydah,SA,26.33,43.98,52.25,39,0,11.99,clear sky
549,Tezu,IN,27.92,96.17,63.7,51,100,3.22,overcast clouds
550,Belen,TR,36.49,36.22,30.34,100,75,12.66,light snow
551,Iquique,CL,-20.22,-70.14,68.04,79,51,2.84,broken clouds
552,Puerto Del Rosario,ES,28.5,-13.86,60.55,77,4,9.22,clear sky
553,Osypenko,UA,46.91,36.83,21.83,88,95,5.95,overcast clouds
554,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,74.12,98,100,1.45,moderate rain
555,Dingle,PH,11.0,122.67,82.56,78,99,13.85,overcast clouds
556,College,US,64.86,-147.8,17.92,70,40,5.75,scattered clouds
557,Booue,GA,-0.09,11.94,72.32,97,96,1.99,overcast clouds
558,Chapais,CA,49.78,-74.85,-29.42,99,96,3.87,overcast clouds
559,Barahona,DO,18.21,-71.1,74.75,69,43,2.86,scattered clouds
560,Kropotkin,RU,45.44,40.58,26.06,92,100,1.63,overcast clouds
561,Camacha,PT,33.08,-16.33,57.96,67,40,16.11,scattered clouds
562,Chegdomyn,RU,51.12,133.02,-3.23,91,82,2.21,broken clouds
563,Gat,IL,31.61,34.76,49.41,100,13,11.97,few clouds
564,Plouzane,FR,48.38,-4.62,33.89,96,75,4.61,mist
565,Rubiera,IT,44.65,10.78,43.38,82,0,1.88,clear sky
566,Taoudenni,ML,22.68,-3.98,68.7,20,100,8.34,overcast clouds
567,Shingu,JP,33.73,135.98,56.39,49,68,10.22,broken clouds
568,Sorland,NO,67.67,12.69,36.39,97,100,26.02,overcast clouds
569,Itarema,BR,-2.92,-39.92,79.48,77,81,10.69,broken clouds
570,Punta Alta,AR,-38.88,-62.07,71.6,84,100,10.58,moderate rain
571,Zhezkazgan,KZ,47.8,67.71,-11.22,77,40,4.47,smoke
572,Prince Rupert,CA,54.32,-130.32,41.09,100,100,2.3,overcast clouds
573,Peniche,PT,39.36,-9.38,50.09,77,1,9.44,clear sky
574,Ntoum,GA,0.38,9.78,76.32,93,100,3.42,overcast clouds
575,Talcahuano,CL,-36.72,-73.12,62.28,77,0,10.36,clear sky
576,Rovaniemi,FI,66.5,25.72,9.81,92,93,4.61,overcast clouds
577,Assis,BR,-22.66,-50.41,75.33,68,36,5.57,scattered clouds
578,Hay River,CA,60.82,-115.8,13.98,79,75,9.22,broken clouds
579,Mandalgovi,MN,45.76,106.27,3.85,68,0,5.06,clear sky
580,Acari,PE,-15.43,-74.62,73.56,77,54,4.34,broken clouds
581,North Las Vegas,US,36.2,-115.12,56.62,23,0,10.36,clear sky
582,Umm Kaddadah,SD,13.6,26.69,59.58,26,64,17.94,broken clouds
583,Acapulco,MX,16.86,-99.89,76.59,67,0,6.02,clear sky
584,Sangar,RU,63.92,127.47,-21.41,96,100,2.84,overcast clouds
585,Monrovia,LR,6.3,-10.8,77.13,83,2,4.18,clear sky
586,Tuatapere,NZ,-46.13,167.68,55.81,88,92,12.66,overcast clouds
587,Mapimi,MX,25.82,-103.85,56.17,35,1,4.79,clear sky
588,Knysna,ZA,-34.04,23.05,66.58,95,96,3.02,overcast clouds
589,Coquimbo,CL,-29.95,-71.34,60.53,82,0,3.44,clear sky
590,Denpasar,ID,-8.65,115.22,87.46,70,20,9.22,few clouds
591,Vallenar,CL,-28.57,-70.76,68.85,63,0,3.13,clear sky
592,Putai,FR,46.66,1.99,27.99,80,0,2.71,clear sky
593,Padang,ID,-0.95,100.35,82.45,81,100,3.4,overcast clouds
594,Balezino,RU,57.98,53.01,-3.98,98,99,4.5,overcast clouds
595,Ishikawa,JP,26.42,127.82,69.76,65,75,9.22,broken clouds
596,Muisne,EC,0.6,-80.03,74.28,92,100,3.11,light rain
597,Cotonou,BJ,6.37,2.42,75.18,88,22,5.75,dust
598,Arroyo Grande,US,35.12,-120.59,57.0,75,0,1.01,clear sky
599,Borba,BR,-4.39,-59.59,74.25,98,100,2.37,light rain
600,Lashio,MM,22.93,97.75,63.82,66,14,1.12,few clouds
601,Takoradi,GH,4.88,-1.76,76.78,86,5,2.71,clear sky
602,Ranipur,PK,27.29,68.51,42.85,28,0,2.51,clear sky
603,Alyangula,AU,-13.85,136.42,89.47,66,40,8.05,scattered clouds
604,San Pedro,PH,14.35,121.02,84.31,69,40,2.3,scattered clouds
605,Awjilah,LY,29.11,21.29,41.72,74,3,18.86,clear sky
606,Asau,RO,46.43,26.4,24.28,77,96,7.87,light snow
607,Karpathos,GR,35.51,27.21,40.96,75,76,18.41,broken clouds
608,Diglur,IN,18.55,77.6,63.16,46,0,7.0,clear sky
609,Lianzhou,CN,24.78,112.38,61.93,76,100,1.23,overcast clouds
610,Porto Walter,BR,-8.27,-72.74,72.03,99,100,0.76,overcast clouds
611,Moissala,TD,8.34,17.77,72.61,19,100,6.89,overcast clouds
612,Ambon,ID,-3.7,128.18,91.54,58,20,8.05,few clouds
613,Uri,IN,34.08,74.03,33.26,84,24,5.84,few clouds
614,Korla,CN,41.76,86.15,24.44,61,0,4.99,clear sky
615,Shahr-E Babak,IR,30.12,55.12,39.45,60,0,6.22,clear sky
616,Kozienice,PL,51.58,21.55,36.68,60,100,7.36,overcast clouds
617,Searcy,US,35.25,-91.74,34.52,58,0,5.99,clear sky
618,Muroto,JP,33.28,134.15,57.24,57,3,8.86,clear sky
619,Kadoma,JP,34.73,135.58,50.18,56,75,1.14,broken clouds
620,Tongchuan,CN,35.08,109.09,34.27,84,100,6.22,light snow
621,Pestovo,RU,58.59,35.8,11.41,96,64,4.27,broken clouds
622,Kattivakkam,IN,13.22,80.32,80.08,82,91,4.59,overcast clouds
623,Naifaru,MV,5.44,73.37,80.11,63,100,9.51,overcast clouds
624,Yulara,AU,-25.24,130.99,94.84,36,100,12.66,overcast clouds
625,Igrim,RU,63.19,64.42,11.46,90,96,7.94,overcast clouds
626,Canutama,BR,-6.53,-64.38,73.63,96,95,2.64,overcast clouds
627,Saint-Augustin,CA,51.23,-58.65,7.68,95,100,10.04,light snow
628,Poum,NC,-20.23,164.02,80.76,73,26,9.51,scattered clouds
629,Tiarei,PF,-17.53,-149.33,87.82,76,86,13.96,light rain
630,Ozernovskiy,RU,51.5,156.52,25.05,63,2,4.52,clear sky
631,Dryden,CA,49.78,-92.75,-16.31,76,0,9.22,clear sky
632,Fonte Boa,BR,-2.5,-66.27,73.04,99,100,0.56,moderate rain
633,San Luis Obispo,US,35.37,-120.53,52.72,79,0,9.22,clear sky
634,Zhaotong,CN,27.32,103.72,41.49,83,100,0.56,overcast clouds
635,Danjiangkou,CN,32.54,111.51,35.98,99,100,3.96,light rain
636,Santa Barbara,US,34.73,-120.03,50.83,91,100,4.61,mist
637,Morant Bay,JM,17.88,-76.41,78.42,83,7,6.98,clear sky
638,Guider,CM,9.93,13.95,67.84,22,59,7.49,broken clouds
639,Kumluca,TR,36.37,30.29,38.68,79,93,3.15,overcast clouds
640,Murray,US,40.67,-111.89,34.48,69,0,1.01,clear sky
641,Chandler,US,33.31,-111.84,62.28,36,0,8.05,clear sky
642,Kutum,SD,14.2,24.67,55.11,30,99,7.65,overcast clouds
643,Mayo,US,38.89,-76.51,34.21,53,100,8.99,overcast clouds
644,Zalantun,CN,48.0,122.72,8.1,72,40,7.52,scattered clouds
645,Aksu,CN,41.12,80.26,23.76,54,21,1.95,few clouds
646,Safranbolu,TR,41.25,32.69,15.53,96,94,1.05,overcast clouds
647,Sendafa,ET,9.15,39.03,45.91,65,41,2.01,scattered clouds
648,Raahe,FI,64.68,24.48,17.69,97,94,10.92,overcast clouds
649,Marondera,ZW,-18.19,31.55,59.77,98,100,8.68,light rain
650,Jeremie,HT,18.65,-74.12,76.51,81,45,2.68,scattered clouds
651,Bahia Blanca,AR,-38.72,-62.27,70.45,83,100,2.98,moderate rain
652,Kautokeino,NO,69.01,23.04,4.46,97,100,2.77,overcast clouds
653,Akyab,MM,20.15,92.9,73.44,66,70,5.57,broken clouds
654,Ereymentau,KZ,51.62,73.1,11.37,86,100,15.23,overcast clouds
655,Lavumisa,SZ,-27.31,31.89,72.37,95,98,1.05,overcast clouds
656,Mehamn,NO,71.04,27.85,30.52,66,100,24.32,light snow
657,Parati,BR,-23.22,-44.71,74.75,88,7,3.87,clear sky
658,Opuwo,NA,-18.06,13.84,70.27,69,18,5.26,few clouds
659,Nalgonda,IN,17.05,79.27,66.36,45,0,11.12,clear sky
660,Cascais,PT,38.7,-9.42,52.05,61,0,7.0,clear sky
661,Kenai,US,60.55,-151.26,24.89,100,0,0.0,clear sky
662,Nishihara,JP,26.18,127.76,69.08,62,40,10.36,scattered clouds
663,Belle Fourche,US,44.67,-103.85,25.45,62,9,5.82,clear sky
664,Bodden Town,KY,19.28,-81.25,77.0,90,20,0.0,few clouds
665,La Rioja,ES,42.25,-2.5,33.12,69,0,4.83,clear sky
666,Halifax,CA,44.65,-63.57,37.47,96,94,3.0,overcast clouds
667,Laguna,US,38.42,-121.42,56.23,74,0,1.99,clear sky
668,Mogadishu,SO,2.04,45.34,73.94,76,42,17.54,scattered clouds
669,Mitu,CO,1.2,-70.17,71.26,98,100,2.46,overcast clouds
670,Cleethorpes,GB,53.56,-0.03,36.36,93,13,6.91,mist
671,Kamphaeng Phet,TH,16.25,99.5,83.03,34,3,3.04,clear sky
672,Ahuimanu,US,21.44,-157.84,80.31,67,0,3.0,clear sky
673,Borogontsy,RU,62.67,131.17,-19.66,95,100,1.72,overcast clouds
674,Lavrentiya,RU,65.58,-171.0,-21.51,87,13,5.59,few clouds
675,Namibe,AO,-15.2,12.15,75.47,84,97,5.59,overcast clouds
676,Tabou,CI,4.42,-7.35,76.78,86,3,4.76,clear sky
677,Iwanai,JP,42.97,140.51,33.33,71,100,3.58,overcast clouds
678,Kargil,IN,34.57,76.1,-4.41,97,100,1.57,overcast clouds
